bucket,total,--,AD,AE,AR,AT,AU,BA,BB,BE,BN,BR,BY,CA,CH,CL,CN,CO,CZ,DE,DK,EC,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IN,IS,IT,JP,KR,KZ,LC,LK,MD,MK,MM,MO,MT,MX,MY,MZ,NA,NC,NL,NO,NZ,PA,PE,PH,PL,PT,RO,RU,SE,SG,SK,TH,TR,TW,UA,US,UY,VN,ZA
2021-09-15T04,40,1,0,0,0,0,8,0,0,0,0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0
2021-09-15T05,37,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0,0,2,0,5,0,6,0,0,0
2021-09-15T06,46,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,3,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,4,0,9,0,3,0,0,0
2021-09-15T07,58,0,0,0,0,1,9,0,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,2,0,0,0,0,3,0,0,11,0,5,0,3,0,0,0
2021-09-15T08,73,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,5,0,0,11,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,2,0,0,0,0,2,1,0,6,0,6,0,3,0,0,0
2021-09-15T09,71,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,2,0,0,16,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,1,1,0,11,0,6,0,2,0,0,0
2021-09-15T10,73,0,0,0,0,2,7,0,0,2,0,0,0,0,2,0,1,0,0,13,0,0,0,2,0,2,3,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,1,0,0,2,1,0,11,0,4,0,2,0,0,0
2021-09-15T11,76,0,0,0,0,0,19,0,0,1,0,0,0,1,1,0,1,0,0,11,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,2,0,11,0,8,0,4,0,0,0
2021-09-15T12,92,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,10,0,0,0,2,0,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,7,1,0,0,0,4,0,1,0,0,5,7,0,15,0,12,0,2,0,0,0
2021-09-15T13,91,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,2,0,0,17,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,4,0,0,0,0,1,1,0,23,0,10,0,6,0,0,0
2021-09-15T14,123,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,3,0,0,24,0,0,0,1,0,5,3,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,4,0,0,0,0,3,0,0,0,4,5,2,0,26,1,12,0,4,0,0,0
2021-09-15T15,129,0,0,1,1,0,1,0,0,0,0,0,0,3,2,0,1,0,0,38,0,0,0,3,0,3,6,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,2,1,0,1,4,2,2,0,25,1,6,0,5,0,0,0
2021-09-15T16,147,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,52,0,0,0,2,0,7,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,0,2,0,0,0,1,7,1,0,10,0,13,0,9,0,0,0
2021-09-15T17,195,0,0,3,1,1,0,0,0,1,0,0,0,9,2,1,0,0,0,73,0,0,0,5,0,9,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,21,0,0,0,0,2,0,0,1,0,10,0,0,10,0,2,0,15,0,0,0
2021-09-15T18,204,0,0,3,0,0,0,0,0,1,0,0,0,5,1,1,0,0,1,58,0,0,0,6,0,7,45,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,16,0,0,0,0,1,0,3,1,0,12,1,0,9,1,1,0,18,0,0,0
2021-09-15T19,147,0,0,0,0,1,0,0,0,0,0,0,0,8,5,3,0,0,0,46,0,0,1,3,0,4,14,1,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,16,0,0,0
2021-09-15T20,124,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,28,0,0,0,2,0,4,17,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,0,14,0,0,0
2021-09-15T21,100,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,23,0,0,0,1,0,4,9,1,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,16,0,0,2
2021-09-15T22,103,0,0,0,2,0,2,0,0,0,0,2,0,8,1,1,0,0,0,13,0,0,0,0,0,2,10,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,36,0,0,0
2021-09-15T23,79,0,0,0,0,0,5,0,0,0,0,5,0,9,1,0,0,0,0,11,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,24,0,0,0
2021-09-16T00,77,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3,0,30,0,0,0
2021-09-16T01,64,1,0,0,1,0,5,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,24,0,0,0
2021-09-16T02,51,1,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,0,6,0,14,0,0,0
2021-09-16T03,40,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4,0,6,0,14,0,0,0
2021-09-16T04,36,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,2,0,6,0,9,0,0,0
2021-09-16T05,39,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,0,1,0,0,6,0,7,0,3,0,0,0
2021-09-16T06,45,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,0,8,0,9,0,7,0,0,0
2021-09-16T07,56,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,5,1,0,0,1,1,1,0,7,0,8,0,3,0,0,0
2021-09-16T08,58,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,5,1,0,0,1,1,0,0,9,0,5,0,3,0,0,0
2021-09-16T09,69,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,0,0,13,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,2,1,0,15,0,5,0,4,0,0,0
2021-09-16T10,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,2,0,9,0,7,0,3,0,0,0
2021-09-16T11,79,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,3,0,0,7,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,16,0,13,0,7,0,0,0
2021-09-16T12,118,0,0,0,1,0,1,1,0,0,0,2,0,1,1,0,1,0,0,10,0,0,0,0,1,3,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,6,0,0,0,1,2,1,0,29,0,15,0,20,0,0,0
2021-09-16T13,108,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,22,1,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,0,0,1,2,0,0,29,0,16,0,8,0,0,0
2021-09-16T14,134,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,20,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,8,1,0,0,0,4,0,0,0,1,6,1,0,31,1,20,0,6,0,0,0
2021-09-16T15,163,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,53,0,0,0,4,0,4,12,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,4,0,0,0,2,10,1,0,27,1,9,0,8,0,0,0
2021-09-16T16,147,0,0,2,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,42,1,0,0,5,0,6,6,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,1,0,0,3,13,0,0,23,0,4,0,7,1,0,0
2021-09-16T17,178,0,1,2,1,1,0,0,0,3,0,0,0,7,2,1,1,0,0,50,0,0,0,6,0,8,9,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,2,6,0,0,28,1,4,0,16,0,0,0
2021-09-16T18,189,0,0,3,1,0,0,0,0,3,0,1,0,3,2,0,0,0,0,50,0,0,0,6,0,6,40,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,21,0,0,0,0,1,0,3,1,4,2,0,0,13,0,2,0,11,0,0,0
2021-09-16T19,109,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,28,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,1,1,0,2,0,0,11,2,2,0,9,0,0,0
2021-09-16T20,114,0,0,1,2,0,0,0,0,0,0,0,0,6,3,1,1,0,0,24,0,0,0,1,0,9,13,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,3,0,0,4,1,3,0,13,0,0,0
2021-09-16T21,120,0,0,2,3,0,1,0,0,0,0,2,0,2,3,0,1,0,0,30,0,0,0,2,0,5,8,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,4,1,1,0,17,0,0,0
2021-09-16T22,87,0,0,0,5,0,1,0,0,0,0,3,0,4,0,2,0,0,0,13,0,0,0,2,0,4,9,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,18,0,0,0
2021-09-16T23,84,0,0,0,8,0,3,0,0,0,0,2,0,13,0,1,0,0,0,7,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,31,0,0,0
2021-09-17T00,67,0,0,0,1,0,3,0,0,0,0,0,0,18,0,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,29,0,0,0
2021-09-17T01,50,0,0,0,0,0,4,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,23,0,0,0
2021-09-17T02,51,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,0,18,0,0,0
2021-09-17T03,40,0,0,0,0,0,4,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0
2021-09-17T04,39,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0
2021-09-17T05,46,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,0,0,0
2021-09-17T06,37,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,2,0,0,0,1,0,0,0,3,0,4,0,3,0,0,0
2021-09-17T07,61,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0
2021-09-17T08,72,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,3,0,0,10,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,2,0,0,0,0,0,0,18,1,4,0,2,0,0,0
2021-09-17T09,71,0,0,4,0,0,5,0,0,1,0,0,0,1,2,0,1,0,0,11,0,0,0,2,0,1,6,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,15,0,2,0,2,0,3,0
2021-09-17T10,81,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,6,0,0,0,1,1,2,0,10,0,7,0,3,0,0,0
2021-09-17T11,81,0,0,0,1,0,9,1,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,5,5,0,0,0,0,1,1,0,0,0,4,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,8,0,1,0,0,1,0,0,0,0,2,11,0,8,0,6,0,1,0,0,0
2021-09-17T12,85,0,0,4,1,1,5,1,0,0,0,0,0,1,1,0,1,0,0,9,0,0,0,0,0,3,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,18,0,7,0,4,0,0,0
2021-09-17T13,100,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,1,0,0,11,0,0,0,1,0,4,8,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,0,0,0,1,4,2,0,23,0,12,0,5,0,0,0
2021-09-17T14,138,0,0,1,0,1,1,1,0,1,0,0,0,3,0,1,1,0,0,31,1,0,0,1,0,4,8,0,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,4,1,0,0,32,1,10,0,8,0,0,0
2021-09-17T15,148,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,34,0,0,0,2,0,7,10,0,2,0,0,0,1,0,0,0,9,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,9,0,0,0,0,5,0,0,0,1,1,1,0,31,1,10,0,14,0,0,0
2021-09-17T16,136,0,0,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,0,37,1,0,0,5,0,7,10,2,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,1,2,1,0,18,1,10,0,4,0,0,0
2021-09-17T17,156,0,0,0,1,0,0,2,0,1,0,0,1,3,0,0,0,0,0,52,0,0,0,5,0,3,16,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,3,0,1,0,2,2,0,0,15,0,6,0,16,0,0,0
2021-09-17T18,168,0,0,0,0,0,0,1,0,1,0,1,0,7,0,1,0,0,0,40,0,0,0,6,0,7,27,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,1,3,0,0,16,2,4,0,12,0,0,0
2021-09-17T19,171,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,41,0,0,0,6,0,6,13,0,1,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,1,1,0,1,1,0,0,16,2,6,0,21,0,0,0
2021-09-17T20,140,0,0,0,0,0,0,1,0,0,0,4,0,6,3,1,1,0,0,38,0,0,0,4,0,8,9,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,1,1,0,0,5,0,3,0,16,0,0,0
2021-09-17T21,110,1,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,41,0,0,0,1,0,5,7,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,1,0,0,0,0,2,1,0,0,4,1,2,0,10,0,0,0
2021-09-17T22,86,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,23,0,0,0,0,0,7,5,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0
2021-09-17T23,85,0,0,0,6,0,0,0,0,0,0,2,0,5,1,1,0,0,0,15,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,2,0,25,0,0,0
2021-09-18T00,73,0,0,0,0,0,6,0,0,0,0,2,0,16,1,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,7,0,24,0,0,0
2021-09-18T01,63,1,0,0,0,0,2,0,0,0,0,0,0,9,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,3,0,3,0,1,2,0,0,0,0,0,0,0,2,0,4,0,23,0,0,1
2021-09-18T02,66,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,7,0,24,0,0,0
2021-09-18T03,65,0,0,0,0,0,8,0,0,0,0,0,0,9,1,0,4,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,3,0,5,0,20,0,0,0
2021-09-18T04,64,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,2,0,6,0,6,0,19,0,0,0
2021-09-18T05,53,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,4,0,11,0,11,0,0,0
2021-09-18T06,61,0,0,0,0,1,17,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,7,0,15,0,3,0,0,0
2021-09-18T07,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,2,4,0,11,0,7,0,3,0,0,0
2021-09-18T08,73,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,4,0,2,3,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,5,0,1,1,0,2,5,0,11,1,7,0,2,0,0,0
2021-09-18T09,78,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,3,3,0,2,0,0,0,6,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,1,0,0,6,0,0,0,0,0,3,0,10,2,6,0,3,0,0,0
2021-09-18T10,71,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,1,3,4,0,11,0,5,0,1,0,0,0
2021-09-18T11,86,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,8,0,0,0,3,0,3,3,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,5,0,0,0,0,5,0,1,1,1,3,1,0,16,0,8,0,2,1,0,0
2021-09-18T12,104,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,13,0,0,0,0,0,5,7,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,7,1,0,0,0,2,1,0,22,0,10,0,4,3,0,0
2021-09-18T13,134,0,0,1,3,0,1,1,0,0,0,0,0,6,1,0,2,0,0,18,0,0,0,1,0,5,7,0,1,0,0,2,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,9,0,0,0,0,5,0,1,1,0,2,0,0,28,1,9,0,8,3,0,0
2021-09-18T14,143,0,0,1,1,1,1,0,0,1,0,1,0,4,1,2,5,0,0,24,0,0,0,0,0,2,8,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,0,2,0,1,0,4,4,0,0,0,5,0,0,0,0,6,0,1,0,0,5,2,1,23,0,18,0,8,0,0,0
2021-09-18T15,135,0,0,0,3,0,1,1,0,1,0,1,0,3,1,1,1,0,0,30,0,0,0,1,0,8,12,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,9,0,0,0,0,8,0,0,0,0,1,0,0,17,1,8,0,13,0,0,0
2021-09-18T16,134,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,33,1,0,0,5,0,6,7,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,1,0,20,0,11,0,18,0,0,0
2021-09-18T17,119,0,0,0,1,1,0,0,0,2,0,0,0,3,0,0,1,0,0,25,0,0,0,3,0,7,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,1,0,0,1,1,3,1,0,22,0,9,0,17,0,0,0
2021-09-18T18,131,0,0,0,1,1,0,0,0,1,0,2,0,7,1,1,0,0,0,31,0,0,0,3,0,6,10,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,1,1,0,0,0,1,0,0,21,0,4,0,15,0,0,0
2021-09-18T19,144,0,0,1,1,0,0,0,0,1,0,2,0,5,1,0,0,0,0,44,0,0,0,0,0,8,10,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,1,1,0,1,0,0,0,19,0,4,0,16,0,0,0
